warehouse_id,source_id,destination_id,time=0,time=1,time=2,time=3,time=4,time=5,time=6,time=7,time=8,time=9,time=10,time=11,time=12,time=13,time=14,time=15,time=16,time=17,time=18,time=19,time=20,time=21,time=22,time=23,time=24,time=25,time=26,time=27,time=28,time=29,time=30,time=31,time=32,time=33,time=34,time=35,time=36,time=37,time=38,time=39,time=40,time=41,time=42,time=43,time=44,time=45,time=46,time=47,time=48,time=49,time=50,time=51,time=52,time=53,time=54,time=55,time=56,time=57,time=58,time=59,time=60,time=61,time=62,time=63,time=64,time=65,time=66,time=67,time=68,time=69,time=70,time=71,time=72,time=73,time=74,time=75,time=76,time=77,time=78,time=79,time=80,time=81,time=82,time=83,time=84,time=85,time=86,time=87,time=88,time=89
3,19,36,"(39, 19)","(38, 19)","(37, 19)","(37, 18)","(37, 17)","(37, 16)","(37, 15)","(37, 14)","(37, 13)","(37, 12)","(36, 12)","(35, 12)","(34, 12)","(33, 12)","(32, 12)","(31, 12)","(30, 12)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(26, 8)","(25, 8)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(18, 8)","(18, 7)","(18, 8)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(10, 10)","(10, 11)","(10, 12)","(10, 13)","(10, 14)","(9, 14)","(8, 14)","(8, 15)","(7, 15)","(6, 15)","(5, 15)","(4, 15)","(4, 16)","(4, 17)","(3, 17)","(3, 18)","(2, 18)","(2, 19)","(2, 20)","(1, 20)","(1, 21)","(1, 22)","(1, 23)","(1, 24)","(1, 25)","(1, 26)","(1, 27)","(1, 28)","(1, 29)","(1, 30)","(1, 31)","(1, 32)","(1, 33)","(1, 34)","(1, 35)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(38, 18)","(37, 18)","(36, 18)","(35, 18)","(35, 19)","(35, 20)","(35, 21)","(35, 22)","(34, 22)","(33, 22)","(32, 22)","(31, 22)","(31, 21)","(30, 21)","(30, 22)","(30, 23)","(30, 24)","(29, 24)","(28, 24)","(28, 25)","(28, 26)","(27, 26)","(26, 26)","(25, 26)","(25, 25)","(25, 24)","(24, 24)","(23, 24)","(22, 24)","(21, 24)","(21, 23)","(21, 22)","(21, 21)","(21, 20)","(21, 19)","(20, 19)","(19, 19)","(19, 18)","(19, 17)","(19, 16)","(19, 15)","(18, 15)","(18, 16)","(17, 16)","(16, 16)","(15, 16)","(15, 17)","(15, 18)","(15, 19)","(14, 19)","(14, 20)","(13, 20)","(13, 21)","(13, 22)","(12, 22)","(12, 23)","(11, 23)","(10, 23)","(10, 24)","(9, 24)","(8, 24)","(8, 25)","(7, 25)","(6, 25)","(5, 25)","(4, 25)","(4, 26)","(3, 26)","(2, 26)","(1, 26)","(1, 27)","(1, 28)","(1, 29)","(1, 30)","(1, 31)","(1, 32)","(1, 33)","(1, 34)","(1, 35)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(37, 19)","(37, 18)","(37, 17)","(37, 16)","(37, 15)","(36, 15)","(36, 14)","(36, 13)","(36, 12)","(36, 11)","(36, 10)","(36, 9)","(35, 9)","(35, 10)","(35, 11)","(35, 12)","(34, 12)","(33, 12)","(32, 12)","(31, 12)","(30, 12)","(30, 13)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(26, 14)","(25, 14)","(24, 14)","(24, 13)","(24, 12)","(24, 11)","(24, 12)","(24, 13)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(18, 15)","(18, 16)","(18, 17)","(17, 17)","(16, 17)","(16, 18)","(16, 19)","(15, 19)","(14, 19)","(13, 19)","(12, 19)","(12, 20)","(12, 21)","(12, 22)","(11, 22)","(11, 23)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(8, 25)","(8, 26)","(7, 26)","(6, 26)","(6, 27)","(5, 27)","(4, 27)","(4, 28)","(3, 28)","(3, 29)","(2, 29)","(1, 29)","(1, 30)","(1, 31)","(1, 32)","(1, 33)","(1, 34)","(1, 35)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(37, 19)","(37, 18)","(37, 17)","(37, 16)","(37, 15)","(37, 14)","(37, 13)","(36, 13)","(35, 13)","(34, 13)","(33, 13)","(32, 13)","(31, 13)","(30, 13)","(30, 12)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(28, 8)","(28, 7)","(28, 6)","(27, 6)","(26, 6)","(26, 7)","(25, 7)","(25, 8)","(25, 9)","(24, 9)","(24, 10)","(23, 10)","(22, 10)","(22, 11)","(22, 12)","(22, 13)","(21, 13)","(21, 14)","(20, 14)","(19, 14)","(19, 15)","(19, 16)","(18, 16)","(17, 16)","(16, 16)","(16, 17)","(16, 18)","(15, 18)","(15, 19)","(14, 19)","(13, 19)","(13, 20)","(12, 20)","(12, 21)","(11, 21)","(11, 22)","(10, 22)","(10, 23)","(10, 24)","(9, 24)","(9, 25)","(8, 25)","(7, 25)","(7, 26)","(6, 26)","(5, 26)","(5, 27)","(5, 28)","(4, 28)","(3, 28)","(3, 29)","(2, 29)","(2, 30)","(1, 30)","(1, 31)","(1, 32)","(1, 33)","(1, 34)","(1, 35)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(37, 19)","(37, 18)","(37, 17)","(37, 16)","(37, 15)","(37, 14)","(37, 13)","(37, 12)","(36, 12)","(35, 12)","(34, 12)","(34, 13)","(34, 14)","(33, 14)","(32, 14)","(31, 14)","(30, 14)","(30, 13)","(30, 12)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(25, 9)","(25, 8)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(20, 10)","(20, 11)","(20, 12)","(20, 13)","(20, 14)","(19, 14)","(19, 15)","(19, 16)","(18, 16)","(17, 16)","(16, 16)","(15, 16)","(15, 17)","(15, 18)","(15, 19)","(14, 19)","(13, 19)","(13, 20)","(13, 21)","(13, 22)","(12, 22)","(12, 23)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(8, 25)","(7, 25)","(7, 26)","(7, 27)","(6, 27)","(6, 28)","(6, 29)","(5, 29)","(4, 29)","(3, 29)","(3, 30)","(3, 31)","(2, 31)","(2, 32)","(2, 33)","(2, 34)","(1, 34)","(1, 35)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(38, 18)","(38, 17)","(38, 16)","(38, 15)","(38, 14)","(38, 13)","(37, 13)","(36, 13)","(35, 13)","(34, 13)","(33, 13)","(32, 13)","(31, 13)","(31, 12)","(31, 11)","(30, 11)","(30, 12)","(30, 13)","(30, 14)","(29, 14)","(28, 14)","(28, 15)","(28, 16)","(28, 17)","(28, 18)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(24, 19)","(24, 20)","(24, 21)","(24, 22)","(24, 23)","(23, 23)","(22, 23)","(21, 23)","(20, 23)","(20, 24)","(19, 24)","(18, 24)","(17, 24)","(16, 24)","(15, 24)","(14, 24)","(13, 24)","(13, 23)","(13, 22)","(12, 22)","(11, 22)","(10, 22)","(10, 21)","(10, 20)","(10, 19)","(10, 20)","(10, 21)","(10, 22)","(10, 23)","(10, 24)","(9, 24)","(8, 24)","(8, 25)","(7, 25)","(6, 25)","(5, 25)","(4, 25)","(4, 26)","(3, 26)","(2, 26)","(1, 26)","(1, 27)","(1, 28)","(1, 29)","(1, 30)","(1, 31)","(1, 32)","(1, 33)","(1, 34)","(1, 35)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(38, 18)","(38, 17)","(38, 16)","(38, 15)","(38, 14)","(38, 13)","(38, 12)","(37, 12)","(36, 12)","(35, 12)","(34, 12)","(33, 12)","(32, 12)","(31, 12)","(31, 11)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(26, 8)","(26, 7)","(25, 7)","(25, 6)","(25, 7)","(25, 8)","(25, 9)","(24, 9)","(23, 9)","(23, 10)","(22, 10)","(21, 10)","(20, 10)","(20, 11)","(20, 12)","(20, 13)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(17, 15)","(17, 16)","(17, 17)","(16, 17)","(15, 17)","(15, 18)","(15, 19)","(14, 19)","(14, 20)","(14, 21)","(14, 22)","(14, 23)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(9, 25)","(9, 26)","(8, 26)","(7, 26)","(6, 26)","(6, 27)","(5, 27)","(4, 27)","(3, 27)","(2, 27)","(1, 27)","(1, 28)","(1, 29)","(1, 30)","(1, 31)","(1, 32)","(1, 33)","(1, 34)","(1, 35)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(38, 20)","(38, 21)","(37, 21)","(37, 22)","(37, 23)","(37, 24)","(36, 24)","(35, 24)","(35, 25)","(35, 26)","(35, 27)","(35, 28)","(35, 29)","(34, 29)","(34, 30)","(34, 31)","(34, 32)","(33, 32)","(33, 31)","(33, 30)","(33, 29)","(32, 29)","(31, 29)","(30, 29)","(29, 29)","(28, 29)","(27, 29)","(26, 29)","(25, 29)","(25, 28)","(25, 27)","(25, 26)","(25, 25)","(25, 24)","(24, 24)","(23, 24)","(22, 24)","(21, 24)","(20, 24)","(19, 24)","(18, 24)","(17, 24)","(17, 25)","(17, 26)","(17, 27)","(17, 28)","(17, 29)","(16, 29)","(15, 29)","(15, 28)","(15, 27)","(15, 26)","(15, 25)","(15, 24)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(9, 25)","(8, 25)","(8, 26)","(7, 26)","(7, 27)","(6, 27)","(6, 28)","(6, 29)","(5, 29)","(4, 29)","(3, 29)","(2, 29)","(1, 29)","(1, 30)","(1, 31)","(1, 32)","(1, 33)","(1, 34)","(1, 35)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(38, 18)","(38, 17)","(38, 16)","(38, 15)","(38, 14)","(38, 13)","(38, 12)","(38, 11)","(38, 10)","(38, 9)","(38, 8)","(38, 7)","(38, 6)","(38, 7)","(38, 8)","(37, 8)","(37, 9)","(36, 9)","(36, 10)","(36, 11)","(35, 11)","(35, 12)","(35, 13)","(35, 14)","(35, 15)","(35, 16)","(35, 17)","(35, 18)","(35, 19)","(34, 19)","(34, 20)","(34, 21)","(33, 21)","(33, 22)","(32, 22)","(32, 23)","(31, 23)","(31, 24)","(30, 24)","(29, 24)","(28, 24)","(28, 25)","(27, 25)","(26, 25)","(25, 25)","(25, 26)","(25, 27)","(25, 28)","(25, 29)","(24, 29)","(24, 30)","(23, 30)","(23, 31)","(22, 31)","(21, 31)","(20, 31)","(20, 32)","(20, 33)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(12, 34)","(11, 34)","(10, 34)","(9, 34)","(9, 35)","(8, 35)","(7, 35)","(7, 36)","(6, 36)","(5, 36)","(4, 36)","(3, 36)","(2, 36)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(38, 18)","(38, 17)","(38, 16)","(38, 15)","(38, 14)","(38, 13)","(38, 12)","(38, 11)","(38, 10)","(38, 9)","(37, 9)","(37, 8)","(37, 7)","(37, 6)","(36, 6)","(36, 7)","(35, 7)","(35, 8)","(35, 9)","(35, 10)","(34, 10)","(34, 11)","(33, 11)","(33, 12)","(32, 12)","(31, 12)","(31, 13)","(31, 14)","(30, 14)","(29, 14)","(28, 14)","(28, 15)","(28, 16)","(27, 16)","(27, 17)","(27, 18)","(27, 19)","(26, 19)","(25, 19)","(24, 19)","(24, 20)","(23, 20)","(22, 20)","(22, 21)","(21, 21)","(21, 22)","(20, 22)","(20, 23)","(20, 24)","(19, 24)","(19, 25)","(19, 26)","(19, 27)","(19, 28)","(19, 29)","(18, 29)","(17, 29)","(16, 29)","(15, 29)","(14, 29)","(14, 30)","(13, 30)","(13, 31)","(13, 32)","(13, 33)","(13, 34)","(12, 34)","(11, 34)","(10, 34)","(9, 34)","(9, 35)","(8, 35)","(7, 35)","(6, 35)","(6, 36)","(5, 36)","(4, 36)","(3, 36)","(2, 36)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(37, 19)","(37, 18)","(37, 17)","(37, 16)","(36, 16)","(35, 16)","(35, 15)","(35, 14)","(35, 13)","(35, 12)","(35, 11)","(35, 10)","(35, 9)","(35, 8)","(35, 7)","(35, 6)","(35, 7)","(35, 8)","(35, 9)","(35, 10)","(34, 10)","(34, 11)","(34, 12)","(33, 12)","(33, 13)","(33, 14)","(32, 14)","(31, 14)","(30, 14)","(29, 14)","(29, 15)","(29, 16)","(29, 17)","(29, 18)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(24, 19)","(24, 20)","(24, 21)","(23, 21)","(23, 22)","(23, 23)","(22, 23)","(21, 23)","(20, 23)","(20, 24)","(19, 24)","(19, 25)","(19, 26)","(18, 26)","(18, 27)","(18, 28)","(18, 29)","(17, 29)","(16, 29)","(15, 29)","(14, 29)","(14, 30)","(14, 31)","(14, 32)","(13, 32)","(13, 33)","(13, 34)","(12, 34)","(11, 34)","(10, 34)","(9, 34)","(8, 34)","(8, 35)","(7, 35)","(7, 36)","(6, 36)","(5, 36)","(4, 36)","(3, 36)","(2, 36)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(38, 20)","(37, 20)","(37, 21)","(37, 22)","(36, 22)","(36, 23)","(35, 23)","(34, 23)","(34, 22)","(34, 21)","(34, 20)","(33, 20)","(32, 20)","(32, 21)","(31, 21)","(30, 21)","(30, 20)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(25, 19)","(24, 19)","(24, 20)","(23, 20)","(22, 20)","(21, 20)","(21, 19)","(20, 19)","(19, 19)","(18, 19)","(18, 18)","(18, 17)","(18, 16)","(18, 15)","(18, 14)","(17, 14)","(17, 15)","(17, 16)","(17, 17)","(16, 17)","(16, 18)","(16, 19)","(15, 19)","(14, 19)","(13, 19)","(13, 20)","(13, 21)","(12, 21)","(11, 21)","(11, 20)","(11, 19)","(10, 19)","(9, 19)","(8, 19)","(7, 19)","(6, 19)","(5, 19)","(4, 19)","(3, 19)","(3, 20)","(2, 20)","(1, 20)","(1, 21)","(1, 22)","(1, 23)","(1, 24)","(1, 25)","(1, 26)","(1, 27)","(1, 28)","(1, 29)","(1, 30)","(1, 31)","(1, 32)","(1, 33)","(1, 34)","(1, 35)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(37, 19)","(37, 20)","(37, 21)","(36, 21)","(35, 21)","(35, 20)","(35, 19)","(35, 18)","(35, 17)","(35, 16)","(35, 15)","(35, 14)","(35, 13)","(35, 12)","(35, 11)","(34, 11)","(34, 10)","(34, 9)","(33, 9)","(32, 9)","(31, 9)","(30, 9)","(30, 10)","(30, 11)","(30, 12)","(30, 13)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(27, 15)","(27, 16)","(26, 16)","(25, 16)","(25, 17)","(25, 18)","(25, 19)","(24, 19)","(23, 19)","(22, 19)","(21, 19)","(20, 19)","(19, 19)","(18, 19)","(17, 19)","(17, 18)","(17, 19)","(16, 19)","(15, 19)","(14, 19)","(14, 20)","(14, 21)","(13, 21)","(13, 22)","(12, 22)","(11, 22)","(11, 23)","(10, 23)","(10, 24)","(9, 24)","(8, 24)","(8, 25)","(8, 26)","(7, 26)","(7, 27)","(6, 27)","(6, 28)","(5, 28)","(4, 28)","(3, 28)","(2, 28)","(1, 28)","(1, 29)","(1, 30)","(1, 31)","(1, 32)","(1, 33)","(1, 34)","(1, 35)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(38, 20)","(37, 20)","(36, 20)","(36, 19)","(35, 19)","(35, 18)","(35, 17)","(35, 16)","(35, 15)","(35, 14)","(35, 13)","(35, 12)","(35, 11)","(35, 10)","(35, 9)","(35, 8)","(35, 7)","(35, 8)","(35, 9)","(34, 9)","(33, 9)","(32, 9)","(31, 9)","(31, 10)","(30, 10)","(30, 11)","(30, 12)","(30, 13)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(27, 15)","(27, 16)","(26, 16)","(26, 17)","(25, 17)","(25, 18)","(25, 19)","(24, 19)","(24, 20)","(23, 20)","(23, 21)","(23, 22)","(23, 23)","(22, 23)","(21, 23)","(21, 24)","(20, 24)","(19, 24)","(18, 24)","(18, 25)","(17, 25)","(17, 26)","(16, 26)","(15, 26)","(15, 27)","(15, 28)","(15, 29)","(14, 29)","(14, 30)","(13, 30)","(13, 31)","(13, 32)","(13, 33)","(12, 33)","(11, 33)","(10, 33)","(10, 34)","(9, 34)","(8, 34)","(8, 35)","(8, 36)","(7, 36)","(6, 36)","(5, 36)","(4, 36)","(3, 36)","(2, 36)","(1, 36)","(0, 36)",,,,,,,
3,19,36,"(39, 19)","(38, 19)","(38, 20)","(38, 21)","(38, 22)","(38, 23)","(38, 24)","(38, 25)","(38, 26)","(38, 27)","(37, 27)","(36, 27)","(35, 27)","(35, 28)","(35, 29)","(35, 30)","(35, 31)","(34, 31)","(34, 30)","(34, 29)","(33, 29)","(32, 29)","(31, 29)","(30, 29)","(29, 29)","(28, 29)","(28, 28)","(28, 27)","(28, 26)","(28, 25)","(28, 24)","(27, 24)","(26, 24)","(25, 24)","(24, 24)","(23, 24)","(22, 24)","(21, 24)","(20, 24)","(20, 23)","(20, 22)","(20, 21)","(20, 20)","(20, 19)","(19, 19)","(18, 19)","(17, 19)","(16, 19)","(15, 19)","(14, 19)","(13, 19)","(12, 19)","(11, 19)","(11, 20)","(11, 21)","(11, 22)","(11, 23)","(11, 24)","(10, 24)","(9, 24)","(9, 25)","(9, 26)","(9, 27)","(8, 27)","(7, 27)","(6, 27)","(6, 26)","(5, 26)","(5, 27)","(4, 27)","(4, 28)","(3, 28)","(3, 29)","(3, 30)","(2, 30)","(1, 30)","(1, 31)","(1, 32)","(1, 33)","(1, 34)","(1, 35)","(1, 36)","(0, 36)",,,,,,,
