warehouse_id,source_id,destination_id,time=0,time=1,time=2,time=3,time=4,time=5,time=6,time=7,time=8,time=9,time=10,time=11,time=12,time=13,time=14,time=15,time=16,time=17,time=18,time=19,time=20,time=21,time=22,time=23,time=24,time=25,time=26,time=27,time=28,time=29,time=30,time=31,time=32,time=33,time=34,time=35,time=36,time=37,time=38,time=39,time=40,time=41,time=42,time=43,time=44,time=45,time=46,time=47,time=48,time=49,time=50,time=51,time=52,time=53,time=54,time=55,time=56,time=57,time=58,time=59,time=60,time=61,time=62,time=63,time=64,time=65,time=66,time=67,time=68
3,10,6,"(39, 10)","(38, 10)","(37, 10)","(37, 11)","(36, 11)","(35, 11)","(34, 11)","(33, 11)","(33, 12)","(33, 13)","(33, 14)","(32, 14)","(31, 14)","(30, 14)","(29, 14)","(28, 14)","(27, 14)","(26, 14)","(26, 15)","(26, 16)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(23, 13)","(22, 13)","(22, 14)","(21, 14)","(20, 14)","(20, 13)","(20, 12)","(20, 11)","(20, 10)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(17, 8)","(17, 7)","(17, 6)","(17, 5)","(17, 4)","(16, 4)","(15, 4)","(14, 4)","(13, 4)","(12, 4)","(11, 4)","(10, 4)","(9, 4)","(8, 4)","(7, 4)","(6, 4)","(6, 5)","(6, 6)","(6, 7)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(37, 10)","(37, 9)","(36, 9)","(36, 8)","(36, 7)","(36, 6)","(35, 6)","(35, 5)","(35, 4)","(35, 3)","(35, 2)","(35, 1)","(35, 0)","(34, 0)","(33, 0)","(32, 0)","(31, 0)","(30, 0)","(30, 1)","(30, 2)","(30, 3)","(30, 4)","(29, 4)","(28, 4)","(27, 4)","(27, 5)","(27, 6)","(27, 7)","(27, 8)","(27, 9)","(26, 9)","(25, 9)","(25, 8)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(8, 8)","(8, 7)","(7, 7)","(6, 7)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 9)","(37, 9)","(36, 9)","(35, 9)","(35, 10)","(34, 10)","(33, 10)","(33, 9)","(32, 9)","(32, 10)","(32, 11)","(32, 12)","(32, 13)","(32, 14)","(31, 14)","(30, 14)","(30, 13)","(30, 12)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(27, 8)","(26, 8)","(25, 8)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(12, 10)","(12, 11)","(12, 12)","(11, 12)","(11, 11)","(11, 10)","(10, 10)","(10, 9)","(9, 9)","(9, 8)","(8, 8)","(8, 7)","(7, 7)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(37, 10)","(37, 11)","(37, 12)","(37, 13)","(37, 14)","(37, 15)","(37, 16)","(37, 17)","(36, 17)","(35, 17)","(35, 18)","(35, 19)","(34, 19)","(34, 20)","(33, 20)","(32, 20)","(31, 20)","(30, 20)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(27, 18)","(26, 18)","(26, 17)","(26, 16)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(21, 14)","(21, 13)","(21, 12)","(20, 12)","(20, 11)","(20, 10)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(7, 8)","(7, 7)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 9)","(38, 8)","(38, 7)","(38, 6)","(38, 5)","(38, 4)","(38, 3)","(38, 2)","(37, 2)","(36, 2)","(36, 3)","(36, 4)","(36, 5)","(36, 6)","(36, 7)","(35, 7)","(35, 8)","(35, 9)","(35, 10)","(35, 11)","(35, 12)","(34, 12)","(34, 11)","(33, 11)","(33, 10)","(32, 10)","(32, 9)","(31, 9)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(8, 8)","(7, 8)","(7, 7)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 11)","(38, 12)","(37, 12)","(37, 13)","(37, 14)","(37, 15)","(37, 16)","(37, 17)","(36, 17)","(35, 17)","(35, 16)","(35, 15)","(35, 14)","(35, 13)","(35, 12)","(34, 12)","(33, 12)","(32, 12)","(32, 11)","(32, 10)","(32, 9)","(31, 9)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(27, 8)","(27, 7)","(27, 6)","(27, 5)","(27, 4)","(26, 4)","(25, 4)","(25, 5)","(25, 4)","(24, 4)","(23, 4)","(22, 4)","(21, 4)","(20, 4)","(19, 4)","(18, 4)","(17, 4)","(16, 4)","(15, 4)","(14, 4)","(13, 4)","(12, 4)","(11, 4)","(10, 4)","(9, 4)","(8, 4)","(8, 5)","(7, 5)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 11)","(38, 12)","(38, 13)","(37, 13)","(37, 12)","(37, 11)","(37, 10)","(37, 9)","(36, 9)","(35, 9)","(34, 9)","(33, 9)","(32, 9)","(32, 10)","(32, 11)","(32, 12)","(32, 13)","(32, 14)","(31, 14)","(30, 14)","(30, 13)","(30, 12)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(22, 10)","(22, 11)","(21, 11)","(21, 10)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(6, 9)","(6, 8)","(5, 8)","(5, 7)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 9)","(38, 8)","(38, 7)","(38, 6)","(37, 6)","(36, 6)","(36, 5)","(36, 4)","(36, 3)","(36, 2)","(36, 1)","(36, 0)","(35, 0)","(35, 1)","(35, 2)","(35, 3)","(34, 3)","(34, 2)","(34, 1)","(33, 1)","(32, 1)","(32, 0)","(31, 0)","(30, 0)","(30, 1)","(30, 2)","(30, 3)","(30, 4)","(29, 4)","(28, 4)","(27, 4)","(26, 4)","(25, 4)","(24, 4)","(23, 4)","(22, 4)","(21, 4)","(20, 4)","(19, 4)","(18, 4)","(17, 4)","(16, 4)","(15, 4)","(14, 4)","(13, 4)","(12, 4)","(12, 3)","(12, 4)","(11, 4)","(10, 4)","(9, 4)","(9, 5)","(9, 6)","(8, 6)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(37, 10)","(37, 9)","(37, 8)","(37, 7)","(37, 6)","(37, 5)","(37, 4)","(37, 3)","(36, 3)","(35, 3)","(34, 3)","(33, 3)","(32, 3)","(31, 3)","(30, 3)","(30, 4)","(29, 4)","(28, 4)","(28, 5)","(28, 6)","(27, 6)","(26, 6)","(26, 5)","(25, 5)","(25, 6)","(25, 7)","(25, 8)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(21, 10)","(20, 10)","(20, 11)","(20, 12)","(20, 11)","(20, 10)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(9, 8)","(9, 7)","(9, 6)","(8, 6)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 9)","(38, 8)","(38, 7)","(38, 6)","(38, 5)","(38, 4)","(38, 3)","(37, 3)","(36, 3)","(35, 3)","(35, 2)","(35, 1)","(35, 0)","(34, 0)","(33, 0)","(33, 1)","(33, 2)","(33, 3)","(33, 4)","(32, 4)","(31, 4)","(30, 4)","(30, 3)","(30, 2)","(30, 1)","(30, 0)","(30, 1)","(30, 2)","(30, 3)","(30, 4)","(29, 4)","(28, 4)","(27, 4)","(26, 4)","(25, 4)","(24, 4)","(23, 4)","(22, 4)","(21, 4)","(20, 4)","(19, 4)","(18, 4)","(17, 4)","(16, 4)","(15, 4)","(14, 4)","(13, 4)","(12, 4)","(11, 4)","(10, 4)","(9, 4)","(9, 5)","(8, 5)","(8, 6)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 11)","(38, 12)","(37, 12)","(36, 12)","(35, 12)","(34, 12)","(33, 12)","(33, 11)","(33, 10)","(33, 9)","(32, 9)","(31, 9)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(22, 10)","(22, 11)","(22, 12)","(22, 13)","(22, 14)","(21, 14)","(20, 14)","(19, 14)","(18, 14)","(17, 14)","(16, 14)","(15, 14)","(14, 14)","(13, 14)","(12, 14)","(11, 14)","(10, 14)","(9, 14)","(9, 15)","(9, 16)","(9, 17)","(8, 17)","(8, 16)","(8, 15)","(8, 14)","(7, 14)","(6, 14)","(5, 14)","(4, 14)","(3, 14)","(3, 13)","(2, 13)","(1, 13)","(1, 12)","(1, 11)","(1, 10)","(1, 9)","(1, 8)","(1, 7)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 9)","(37, 9)","(36, 9)","(35, 9)","(34, 9)","(33, 9)","(32, 9)","(31, 9)","(30, 9)","(29, 9)","(29, 8)","(29, 7)","(29, 6)","(29, 5)","(28, 5)","(27, 5)","(26, 5)","(26, 4)","(25, 4)","(24, 4)","(24, 3)","(24, 2)","(24, 1)","(23, 1)","(23, 0)","(22, 0)","(21, 0)","(20, 0)","(20, 1)","(20, 2)","(20, 3)","(20, 4)","(19, 4)","(18, 4)","(17, 4)","(17, 5)","(17, 6)","(17, 7)","(16, 7)","(16, 6)","(15, 6)","(15, 5)","(15, 4)","(14, 4)","(13, 4)","(12, 4)","(11, 4)","(10, 4)","(10, 3)","(10, 4)","(9, 4)","(9, 5)","(9, 6)","(8, 6)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(37, 10)","(37, 11)","(37, 12)","(37, 13)","(37, 14)","(37, 15)","(37, 16)","(37, 17)","(36, 17)","(35, 17)","(35, 18)","(35, 19)","(35, 20)","(34, 20)","(33, 20)","(32, 20)","(32, 19)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(26, 19)","(26, 18)","(26, 17)","(26, 16)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(22, 14)","(22, 13)","(21, 13)","(21, 12)","(20, 12)","(20, 11)","(20, 10)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(8, 8)","(8, 7)","(8, 6)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(37, 10)","(37, 11)","(37, 12)","(37, 13)","(37, 14)","(37, 15)","(37, 16)","(36, 16)","(36, 15)","(36, 14)","(36, 13)","(36, 12)","(36, 11)","(36, 10)","(36, 9)","(35, 9)","(34, 9)","(33, 9)","(32, 9)","(31, 9)","(30, 9)","(30, 10)","(30, 11)","(30, 12)","(30, 13)","(30, 12)","(30, 11)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(27, 9)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(8, 9)","(7, 9)","(7, 8)","(6, 8)","(5, 8)","(4, 8)","(3, 8)","(3, 7)","(2, 7)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 9)","(38, 8)","(38, 7)","(38, 6)","(38, 5)","(37, 5)","(36, 5)","(35, 5)","(35, 4)","(35, 3)","(35, 2)","(34, 2)","(33, 2)","(33, 3)","(32, 3)","(31, 3)","(30, 3)","(30, 4)","(29, 4)","(28, 4)","(27, 4)","(27, 5)","(26, 5)","(26, 6)","(25, 6)","(25, 7)","(25, 8)","(25, 9)","(24, 9)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(15, 8)","(15, 7)","(15, 6)","(15, 5)","(15, 4)","(14, 4)","(13, 4)","(12, 4)","(11, 4)","(10, 4)","(9, 4)","(8, 4)","(8, 5)","(8, 6)","(8, 7)","(8, 6)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 11)","(38, 12)","(38, 13)","(38, 14)","(38, 15)","(38, 16)","(38, 17)","(37, 17)","(36, 17)","(35, 17)","(35, 18)","(35, 19)","(35, 20)","(34, 20)","(33, 20)","(32, 20)","(32, 19)","(31, 19)","(30, 19)","(29, 19)","(28, 19)","(27, 19)","(27, 18)","(27, 17)","(26, 17)","(25, 17)","(25, 16)","(25, 15)","(25, 14)","(24, 14)","(23, 14)","(23, 13)","(22, 13)","(21, 13)","(20, 13)","(20, 12)","(20, 11)","(20, 10)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(9, 8)","(8, 8)","(8, 7)","(7, 7)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 9)","(38, 8)","(38, 7)","(38, 6)","(37, 6)","(36, 6)","(35, 6)","(35, 7)","(35, 8)","(35, 9)","(35, 10)","(34, 10)","(33, 10)","(32, 10)","(31, 10)","(30, 10)","(30, 9)","(29, 9)","(28, 9)","(28, 8)","(28, 7)","(28, 6)","(28, 5)","(28, 4)","(27, 4)","(26, 4)","(26, 5)","(26, 6)","(26, 7)","(26, 8)","(26, 9)","(25, 9)","(24, 9)","(23, 9)","(23, 10)","(23, 9)","(22, 9)","(21, 9)","(20, 9)","(19, 9)","(18, 9)","(17, 9)","(16, 9)","(15, 9)","(14, 9)","(13, 9)","(12, 9)","(11, 9)","(10, 9)","(9, 9)","(9, 8)","(8, 8)","(8, 7)","(8, 6)","(7, 6)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
3,10,6,"(39, 10)","(38, 10)","(38, 11)","(38, 12)","(38, 13)","(38, 14)","(38, 15)","(38, 16)","(37, 16)","(36, 16)","(35, 16)","(35, 15)","(35, 14)","(35, 13)","(35, 12)","(35, 11)","(35, 10)","(35, 9)","(35, 8)","(35, 7)","(35, 6)","(35, 5)","(35, 4)","(35, 3)","(34, 3)","(33, 3)","(32, 3)","(31, 3)","(30, 3)","(30, 2)","(30, 3)","(30, 4)","(29, 4)","(28, 4)","(27, 4)","(26, 4)","(25, 4)","(24, 4)","(23, 4)","(22, 4)","(21, 4)","(20, 4)","(19, 4)","(18, 4)","(17, 4)","(16, 4)","(15, 4)","(14, 4)","(13, 4)","(12, 4)","(11, 4)","(10, 4)","(9, 4)","(8, 4)","(7, 4)","(7, 5)","(6, 5)","(6, 6)","(5, 6)","(4, 6)","(3, 6)","(2, 6)","(1, 6)","(0, 6)",,,,,
