Warehouse Id,Algorithm Name,Source Id,Destination Id,Deviation Cost,Time = 0,Time = 1,Time = 2,Time = 3,Time = 4,Time = 5,Time = 6,Time = 7,Time = 8,Time = 9,Time = 10,Time = 11,Time = 12,Time = 13,Time = 14,Time = 15,Time = 16,Time = 17,Time = 18,Time = 19,Time = 20,Time = 21,Time = 22,Time = 23,Time = 24,Time = 25,Time = 26,Time = 27,Time = 28,Time = 29,Time = 30,Time = 31,Time = 32,Time = 33,Time = 34,Time = 35,Time = 36,Time = 37,Time = 38,Time = 39,Time = 40,Time = 41,Time = 42,Time = 43,Time = 44,Time = 45,Time = 46,Time = 47,Time = 48,Time = 49,Time = 50,Time = 51,Time = 52,Time = 53,Time = 54,Time = 55,Time = 56,Time = 57,Time = 58,Time = 59,Time = 60,Time = 61,Time = 62,Time = 63,Time = 64,Time = 65,Time = 66,Time = 67,Time = 68,Time = 69,Time = 70,Time = 71,Time = 72,Time = 73,Time = 74,Time = 75,Time = 76,Time = 77,Time = 78,Time = 79
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(12, 34)","(11, 34)","(10, 34)","(9, 34)","(9, 33)","(9, 32)","(9, 31)","(9, 30)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(5, 28)","(4, 28)","(3, 28)","(3, 27)","(3, 26)","(2, 26)","(2, 25)","(1, 25)","(1, 25)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(14, 33)","(14, 32)","(14, 32)","(13, 32)","(12, 32)","(11, 32)","(10, 32)","(10, 31)","(10, 30)","(10, 29)","(9, 29)","(9, 28)","(9, 27)","(8, 27)","(7, 27)","(6, 27)","(5, 27)","(4, 27)","(3, 27)","(2, 27)","(1, 27)","(1, 26)","(1, 25)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(13, 33)","(12, 33)","(12, 32)","(12, 31)","(12, 30)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(6, 28)","(6, 27)","(5, 27)","(5, 26)","(5, 25)","(4, 25)","(4, 24)","(4, 23)","(3, 23)","(3, 22)","(2, 22)","(2, 21)","(2, 20)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(38, 34)","(38, 33)","(38, 32)","(37, 32)","(37, 31)","(37, 31)","(36, 31)","(35, 31)","(34, 31)","(33, 31)","(32, 31)","(31, 31)","(30, 31)","(29, 31)","(29, 30)","(29, 29)","(28, 29)","(27, 29)","(26, 29)","(25, 29)","(24, 29)","(23, 29)","(22, 29)","(21, 29)","(20, 29)","(19, 29)","(19, 28)","(19, 27)","(19, 26)","(18, 26)","(17, 26)","(17, 25)","(17, 24)","(16, 24)","(15, 24)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(4, 23)","(4, 22)","(4, 21)","(3, 21)","(2, 21)","(2, 20)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(14, 33)","(14, 32)","(13, 32)","(13, 31)","(12, 31)","(12, 30)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(9, 28)","(9, 27)","(8, 27)","(8, 26)","(7, 26)","(7, 25)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(4, 23)","(4, 22)","(4, 22)","(3, 22)","(2, 22)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(24, 34)","(24, 33)","(23, 33)","(23, 32)","(22, 32)","(21, 32)","(21, 31)","(21, 30)","(21, 29)","(20, 29)","(19, 29)","(18, 29)","(18, 28)","(18, 27)","(18, 26)","(18, 25)","(17, 25)","(16, 25)","(15, 25)","(14, 25)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(3, 24)","(2, 24)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(13, 33)","(12, 33)","(12, 32)","(12, 31)","(11, 31)","(11, 31)","(11, 30)","(11, 29)","(10, 29)","(9, 29)","(8, 29)","(7, 29)","(7, 28)","(6, 28)","(6, 27)","(6, 26)","(5, 26)","(4, 26)","(3, 26)","(3, 25)","(3, 24)","(2, 24)","(2, 23)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(12, 34)","(11, 34)","(10, 34)","(9, 34)","(8, 34)","(7, 34)","(6, 34)","(5, 34)","(4, 34)","(4, 33)","(3, 33)","(3, 32)","(3, 31)","(2, 31)","(2, 31)","(2, 30)","(2, 29)","(1, 29)","(1, 28)","(1, 27)","(1, 26)","(1, 25)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(12, 34)","(11, 34)","(10, 34)","(10, 33)","(10, 33)","(9, 33)","(9, 32)","(9, 31)","(9, 30)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(5, 28)","(4, 28)","(4, 27)","(3, 27)","(2, 27)","(1, 27)","(1, 26)","(1, 25)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(21, 33)","(20, 33)","(19, 33)","(19, 32)","(19, 31)","(19, 30)","(19, 29)","(18, 29)","(17, 29)","(16, 29)","(15, 29)","(15, 28)","(15, 28)","(14, 28)","(14, 27)","(14, 26)","(14, 25)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(3, 24)","(3, 23)","(2, 23)","(2, 22)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(12, 34)","(11, 34)","(11, 33)","(10, 33)","(10, 32)","(9, 32)","(9, 31)","(9, 30)","(9, 29)","(8, 29)","(7, 29)","(7, 28)","(6, 28)","(5, 28)","(5, 27)","(5, 26)","(4, 26)","(3, 26)","(2, 26)","(1, 26)","(1, 25)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(24, 34)","(24, 33)","(23, 33)","(23, 32)","(22, 32)","(21, 32)","(21, 31)","(21, 30)","(21, 29)","(20, 29)","(19, 29)","(18, 29)","(18, 28)","(18, 27)","(18, 26)","(18, 25)","(17, 25)","(16, 25)","(15, 25)","(14, 25)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(3, 24)","(3, 23)","(3, 22)","(2, 22)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(13, 33)","(12, 33)","(12, 32)","(12, 31)","(11, 31)","(10, 31)","(10, 30)","(10, 29)","(9, 29)","(9, 28)","(8, 28)","(8, 27)","(7, 27)","(6, 27)","(6, 26)","(5, 26)","(5, 25)","(4, 25)","(4, 24)","(3, 24)","(3, 23)","(3, 23)","(2, 23)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(24, 33)","(24, 32)","(23, 32)","(23, 31)","(23, 30)","(22, 30)","(22, 29)","(21, 29)","(20, 29)","(19, 29)","(19, 28)","(19, 27)","(18, 27)","(18, 26)","(18, 26)","(17, 26)","(17, 25)","(17, 24)","(16, 24)","(15, 24)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(3, 24)","(2, 24)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(38, 34)","(38, 33)","(38, 32)","(37, 32)","(37, 32)","(36, 32)","(35, 32)","(34, 32)","(34, 31)","(34, 30)","(33, 30)","(33, 29)","(32, 29)","(31, 29)","(30, 29)","(29, 29)","(28, 29)","(27, 29)","(26, 29)","(25, 29)","(24, 29)","(23, 29)","(22, 29)","(21, 29)","(20, 29)","(19, 29)","(18, 29)","(17, 29)","(16, 29)","(15, 29)","(14, 29)","(13, 29)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(5, 28)","(4, 28)","(3, 28)","(3, 27)","(3, 26)","(3, 25)","(3, 24)","(2, 24)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(37, 34)","(36, 34)","(36, 34)","(35, 34)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(12, 34)","(11, 34)","(11, 33)","(10, 33)","(10, 32)","(9, 32)","(9, 31)","(9, 30)","(9, 29)","(8, 29)","(7, 29)","(7, 28)","(6, 28)","(5, 28)","(4, 28)","(4, 27)","(4, 26)","(4, 25)","(4, 24)","(4, 23)","(4, 22)","(3, 22)","(3, 21)","(2, 21)","(2, 20)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(12, 34)","(11, 34)","(10, 34)","(9, 34)","(9, 33)","(9, 32)","(9, 31)","(9, 30)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(5, 29)","(5, 28)","(5, 27)","(5, 26)","(5, 25)","(5, 24)","(4, 24)","(3, 24)","(3, 23)","(3, 22)","(2, 22)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(31, 33)","(30, 33)","(29, 33)","(29, 32)","(29, 31)","(29, 30)","(29, 29)","(28, 29)","(27, 29)","(26, 29)","(26, 28)","(25, 28)","(25, 28)","(24, 28)","(24, 27)","(24, 26)","(24, 25)","(24, 24)","(23, 24)","(22, 24)","(21, 24)","(20, 24)","(19, 24)","(18, 24)","(17, 24)","(16, 24)","(15, 24)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(3, 24)","(3, 23)","(3, 22)","(2, 22)","(2, 21)","(2, 20)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(38, 34)","(38, 33)","(38, 32)","(38, 31)","(38, 30)","(37, 30)","(37, 29)","(37, 29)","(36, 29)","(35, 29)","(34, 29)","(34, 28)","(34, 27)","(34, 26)","(34, 25)","(34, 24)","(33, 24)","(32, 24)","(31, 24)","(30, 24)","(29, 24)","(28, 24)","(27, 24)","(26, 24)","(25, 24)","(24, 24)","(23, 24)","(22, 24)","(21, 24)","(20, 24)","(19, 24)","(18, 24)","(17, 24)","(16, 24)","(15, 24)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(3, 24)","(3, 23)","(3, 22)","(2, 22)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(38, 34)","(38, 33)","(38, 32)","(38, 31)","(38, 30)","(37, 30)","(37, 29)","(37, 29)","(36, 29)","(35, 29)","(34, 29)","(33, 29)","(32, 29)","(31, 29)","(30, 29)","(29, 29)","(28, 29)","(27, 29)","(26, 29)","(25, 29)","(24, 29)","(23, 29)","(22, 29)","(21, 29)","(20, 29)","(19, 29)","(19, 28)","(18, 28)","(18, 27)","(18, 26)","(18, 25)","(17, 25)","(16, 25)","(15, 25)","(14, 25)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(4, 23)","(4, 22)","(3, 22)","(2, 22)","(2, 21)","(2, 20)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(38, 34)","(37, 34)","(36, 34)","(36, 33)","(35, 33)","(35, 32)","(35, 32)","(34, 32)","(34, 31)","(34, 30)","(33, 30)","(33, 29)","(32, 29)","(31, 29)","(30, 29)","(29, 29)","(29, 28)","(29, 27)","(29, 26)","(29, 25)","(29, 24)","(28, 24)","(27, 24)","(26, 24)","(25, 24)","(24, 24)","(23, 24)","(22, 24)","(21, 24)","(20, 24)","(19, 24)","(18, 24)","(17, 24)","(16, 24)","(15, 24)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(4, 23)","(4, 22)","(4, 21)","(3, 21)","(2, 21)","(2, 20)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(14, 33)","(14, 32)","(13, 32)","(13, 31)","(12, 31)","(11, 31)","(11, 30)","(10, 30)","(10, 29)","(9, 29)","(9, 28)","(8, 28)","(8, 27)","(8, 26)","(7, 26)","(6, 26)","(6, 25)","(6, 24)","(5, 24)","(4, 24)","(4, 23)","(4, 22)","(3, 22)","(2, 22)","(2, 21)","(1, 21)","(1, 20)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(23, 33)","(22, 33)","(22, 33)","(22, 32)","(21, 32)","(21, 31)","(21, 30)","(21, 29)","(20, 29)","(19, 29)","(18, 29)","(17, 29)","(16, 29)","(15, 29)","(14, 29)","(13, 29)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(9, 28)","(9, 27)","(9, 26)","(9, 25)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(4, 23)","(3, 23)","(2, 23)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(37, 34)","(36, 34)","(35, 34)","(35, 33)","(34, 33)","(34, 32)","(34, 32)","(33, 32)","(33, 31)","(32, 31)","(31, 31)","(30, 31)","(30, 30)","(30, 29)","(29, 29)","(28, 29)","(27, 29)","(26, 29)","(25, 29)","(24, 29)","(23, 29)","(22, 29)","(21, 29)","(20, 29)","(19, 29)","(18, 29)","(17, 29)","(16, 29)","(15, 29)","(14, 29)","(13, 29)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(8, 29)","(7, 29)","(7, 28)","(7, 27)","(6, 27)","(6, 26)","(5, 26)","(4, 26)","(4, 25)","(4, 24)","(4, 23)","(3, 23)","(3, 22)","(2, 22)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(37, 34)","(36, 34)","(35, 34)","(35, 33)","(34, 33)","(34, 32)","(34, 32)","(33, 32)","(33, 31)","(32, 31)","(31, 31)","(30, 31)","(30, 30)","(30, 29)","(29, 29)","(29, 28)","(28, 28)","(27, 28)","(27, 27)","(26, 27)","(26, 26)","(25, 26)","(24, 26)","(24, 25)","(24, 24)","(23, 24)","(22, 24)","(21, 24)","(20, 24)","(19, 24)","(18, 24)","(17, 24)","(16, 24)","(15, 24)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(3, 24)","(3, 23)","(3, 22)","(2, 22)","(2, 21)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(12, 34)","(11, 34)","(11, 33)","(10, 33)","(9, 33)","(9, 32)","(9, 31)","(9, 30)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(5, 28)","(4, 28)","(3, 28)","(2, 28)","(2, 27)","(2, 26)","(2, 25)","(2, 24)","(2, 23)","(2, 22)","(2, 21)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(14, 33)","(13, 33)","(12, 33)","(12, 32)","(11, 32)","(11, 31)","(10, 31)","(10, 30)","(9, 30)","(9, 29)","(8, 29)","(8, 28)","(8, 28)","(7, 28)","(7, 27)","(7, 26)","(6, 26)","(6, 25)","(5, 25)","(4, 25)","(3, 25)","(2, 25)","(2, 24)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(32, 33)","(31, 33)","(30, 33)","(30, 32)","(30, 31)","(29, 31)","(29, 30)","(29, 29)","(28, 29)","(27, 29)","(26, 29)","(26, 28)","(26, 28)","(26, 27)","(26, 26)","(25, 26)","(24, 26)","(24, 25)","(24, 24)","(23, 24)","(22, 24)","(21, 24)","(20, 24)","(19, 24)","(18, 24)","(17, 24)","(16, 24)","(15, 24)","(14, 24)","(13, 24)","(12, 24)","(11, 24)","(10, 24)","(9, 24)","(8, 24)","(7, 24)","(6, 24)","(5, 24)","(4, 24)","(3, 24)","(3, 23)","(3, 22)","(2, 22)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(24, 34)","(24, 33)","(23, 33)","(23, 32)","(22, 32)","(21, 32)","(21, 31)","(21, 30)","(21, 29)","(20, 29)","(19, 29)","(18, 29)","(17, 29)","(16, 29)","(15, 29)","(14, 29)","(13, 29)","(12, 29)","(11, 29)","(10, 29)","(9, 29)","(8, 29)","(8, 28)","(8, 27)","(7, 27)","(6, 27)","(5, 27)","(5, 26)","(4, 26)","(3, 26)","(3, 25)","(2, 25)","(1, 25)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(12, 34)","(11, 34)","(10, 34)","(9, 34)","(8, 34)","(7, 34)","(6, 34)","(5, 34)","(4, 34)","(3, 34)","(3, 33)","(3, 32)","(2, 32)","(2, 32)","(1, 32)","(1, 31)","(1, 30)","(1, 29)","(1, 28)","(1, 27)","(1, 26)","(1, 25)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
3,MPR_WS,6,3,56,"(39, 35)","(38, 35)","(37, 35)","(36, 35)","(35, 35)","(34, 35)","(34, 34)","(33, 34)","(32, 34)","(31, 34)","(30, 34)","(29, 34)","(28, 34)","(27, 34)","(26, 34)","(25, 34)","(24, 34)","(23, 34)","(22, 34)","(21, 34)","(20, 34)","(19, 34)","(18, 34)","(17, 34)","(16, 34)","(15, 34)","(14, 34)","(13, 34)","(12, 34)","(11, 34)","(10, 34)","(9, 34)","(9, 33)","(9, 32)","(9, 31)","(9, 30)","(9, 29)","(8, 29)","(7, 29)","(6, 29)","(5, 29)","(5, 29)","(4, 29)","(3, 29)","(3, 28)","(3, 27)","(3, 26)","(3, 25)","(2, 25)","(2, 24)","(1, 24)","(1, 23)","(1, 22)","(1, 21)","(1, 20)","(0, 20)",,,,,,,,,,,,,,,,,,,,,,,,
